category,id,name,phone,lng,lat,distance,review_avg,review_count,begin,adjusted_delivery_fee,min_order_amount,menu_list
피자양식,519735,피자일번가-영주점,0,129.0350073,35.11233303,1.988831734,4.5,34,11:00:00,3400,8900,"[{'id': 82302020, 'name': '페파로니피자', 'price': '10900', 'review_count': 3}, {'id': 82302033, 'name': '불고기피자', 'price': '11900', 'review_count': 0}, {'id': 82301990, 'name': '1＋1피자 세트（피자 선택1＋피자 선택2）', 'price': '20000', 'review_count': 4}, {'id': 82302018, 'name': '치즈피자', 'price': '8900', 'review_count': 7}, {'id': 82302030, 'name': '콤비네이션피자', 'price': '11900', 'review_count': 9}, {'id': 82302052, 'name': '버팔로윙 8조각', 'price': '7000', 'review_count': 0}, {'id': 82302011, 'name': '세트 1（피자메뉴 中 택1＋오븐스파게티＋버팔로윙 6조각＋콜라小）', 'price': '23000', 'review_count': 0}, {'id': 82302051, 'name': '오븐스파게티（미트소스）', 'price': '6000', 'review_count': 3}, {'id': 82302055, 'name': '치킨텐더 10조각', 'price': '8000', 'review_count': 0}, {'id': 82302032, 'name': '핫페퍼로니 피자', 'price': '11900', 'review_count': 1}]"
피자양식,231302,피자헛-부산보수점,50352590270,129.0228534,35.1034185,0.504584512,4.6,649,11:00:00,0,19900,"[{'id': 178557203, 'name': '티본스테이크&쉬림프 리치골드L', 'price': '33900', 'review_count': 0}, {'id': 178556988, 'name': '갈릭버터쉬림프 치즈크러스트L', 'price': '33900', 'review_count': 0}, {'id': 178557034, 'name': '베이컨 포테이토 치즈크러스트M', 'price': '27900', 'review_count': 1}, {'id': 178557211, 'name': '직화불고기 리치골드M', 'price': '28900', 'review_count': 0}, {'id': 178557233, 'name': '리얼 하프앤하프 리치골드&치즈크러스트 L', 'price': '33900', 'review_count': 0}, {'id': 178557248, 'name': '메가더블 세트', 'price': '30900', 'review_count': 1}, {'id': 178556996, 'name': '수퍼슈프림 치즈크러스트L', 'price': '32900', 'review_count': 0}, {'id': 178557129, 'name': '수퍼슈프림 리치골드L', 'price': '32900', 'review_count': 0}, {'id': 178557277, 'name': '（메가） 얌얌페페로니L ＋ 해피콤보세트', 'price': '27800', 'review_count': 0}, {'id': 180321218, 'name': '마니아_BBQ불고기L ＋ 해피콤보세트 （리치치즈파스타 ＋ 팝콘치킨）', 'price': '39800', 'review_count': 0}]"
피자양식,345474,더킹임다국물떡볶이앤피자-동대신점,50718601221,129.0213807,35.10930919,1.003828483,4.8,55,11:00:00,1500,12000,"[{'id': 15138859, 'name': '더킹임다（쌀）떡많이 국물떡볶이', 'price': '8500', 'review_count': 8}, {'id': 15138893, 'name': '더킹임다（원조）누들떡볶이', 'price': '9000', 'review_count': 4}, {'id': 15139079, 'name': '더킹임다 튀김세트2（국물오뎅듬뿍볶이＋모듬튀김＋쿨피스930mL）', 'price': '15500', 'review_count': 1}, {'id': 15139130, 'name': '모듬튀김（깔끔）', 'price': '5000', 'review_count': 2}, {'id': 15138874, 'name': '더킹임도 오뎅듬뿍 오뎅볶이 ', 'price': '8500', 'review_count': 1}, {'id': 15138963, 'name': '실속 할인 피자세트3（누들떡볶이＋피자선택）', 'price': '21500', 'review_count': 2}, {'id': 15139099, 'name': '참치마요 김가루주먹밥', 'price': '3500', 'review_count': 5}, {'id': 15138907, 'name': '페파로니 씬피자', 'price': '14000', 'review_count': 0}, {'id': 15138976, 'name': '더킹임다 튀김세트1（국물쌀떡많이볶이＋모듬튀김＋쿨피스930mL）', 'price': '15500', 'review_count': 1}, {'id': 15139082, 'name': '더킹임다 튀김세트3（누들원조떡볶이＋모듬튀김＋쿨피스930mL）', 'price': '16000', 'review_count': 2}]"
피자양식,348422,피자박-부민점,50718603953,129.0206834,35.10742819,0.78540676,4.9,387,11:00:00,2000,15000,"[{'id': 15387889, 'name': '반반피자', 'price': '16000', 'review_count': 43}, {'id': 15389927, 'name': '세트 1（오리지널피자中＋핫윙5조각＋콜라500mL）', 'price': '17000', 'review_count': 21}, {'id': 15390224, 'name': '리치골드', 'price': '17000', 'review_count': 22}, {'id': 15390418, 'name': '핫윙（5조각）', 'price': '4000', 'review_count': 0}, {'id': 15389982, 'name': '세트 3（오리지널피자中＋오븐스파게티＋콜라500mL）', 'price': '19000', 'review_count': 21}, {'id': 15390229, 'name': '치즈롤바이트피자', 'price': '18000', 'review_count': 1}, {'id': 15390204, 'name': '고구마골드', 'price': '17000', 'review_count': 0}, {'id': 15387790, 'name': '오리지널 치즈크러스트 大（20주년대박메뉴）', 'price': '26000', 'review_count': 4}, {'id': 15387791, 'name': '오리지널 치즈크러스트 中（한판도푸짐하다）', 'price': '16000', 'review_count': 13}, {'id': 15390233, 'name': '불고기골드', 'price': '17000', 'review_count': 1}]"
피자양식,387049,파파존스피자-대신점,50718641569,129.0200425,35.10806504,0.842581267,4.9,202,11:00:00,0,15000,"[{'id': 19855220, 'name': '수퍼 파파스 오리지널 크러스트 R', 'price': '18900', 'review_count': 20}, {'id': 19855498, 'name': '수퍼 파파스 오리지널 크러스트 L', 'price': '26500', 'review_count': 14}, {'id': 19855212, 'name': '페퍼로니 오리지널 크러스트 R', 'price': '16900', 'review_count': 7}, {'id': 19855536, 'name': '더블 초코칩 브라우니', 'price': '10900', 'review_count': 10}, {'id': 19855494, 'name': '존스 페이버릿 오리지널 크러스트 L', 'price': '27500', 'review_count': 4}, {'id': 19855531, 'name': '치즈 스틱', 'price': '9900', 'review_count': 3}, {'id': 74269117, 'name': '미트볼 페퍼로니 오리지널 크러스트 L', 'price': '28500', 'review_count': 4}, {'id': 74269120, 'name': '미트볼 페퍼로니 치즈롤 크러스트 L', 'price': '32500', 'review_count': 2}, {'id': 19855148, 'name': '수퍼 파파스 치즈롤 크러스트 L', 'price': '30500', 'review_count': 4}, {'id': 19855216, 'name': '올미트 오리지널 크러스트 R', 'price': '18900', 'review_count': 1}]"
피자양식,520982,쑝쑝돈까스-괴정점,0,128.9942998,35.09786023,2.223795627,4.8,147,11:00:00,3900,12000,"[{'id': 82546757, 'name': '[실속1위]쑝쑝카츠', 'price': '6900', 'review_count': 79}, {'id': 82546755, 'name': '[주문1위]경양식왕돈까스', 'price': '8500', 'review_count': 27}, {'id': 82546777, 'name': '[치즈 마니아]두툼치즈카츠', 'price': '8900', 'review_count': 9}, {'id': 82546764, 'name': '[주인장 추천]양파듬뿍카츠', 'price': '8900', 'review_count': 13}, {'id': 82546804, 'name': '[이경]규동（소고기덮밥）', 'price': '9900', 'review_count': 14}, {'id': 130941295, 'name': '[주문1위]경양식왕돈까스정식', 'price': '10900', 'review_count': 3}, {'id': 130941176, 'name': '[믿고주문하는]프리미엄카츠', 'price': '8500', 'review_count': 2}, {'id': 130941340, 'name': '[실속1위]쑝쑝카츠정식', 'price': '9500', 'review_count': 1}, {'id': 82546808, 'name': '[후회없는]부타동（돼지고기덮밥）', 'price': '9500', 'review_count': 4}, {'id': 130941153, 'name': '[부드러운 육질]두툼함박스테이크', 'price': '8500', 'review_count': 1}]"
피자양식,522507,홍s파게티,0,129.0372181,35.11059188,2.032568266,4.9,125,11:00:00,3900,8000,"[{'id': 83199620, 'name': '까르보나라 파스타', 'price': '8000', 'review_count': 37}, {'id': 83200526, 'name': '차돌박이 필라프', 'price': '8500', 'review_count': 16}, {'id': 83199651, 'name': '토마토 파스타', 'price': '8000', 'review_count': 8}, {'id': 83200030, 'name': '베이컨 로제', 'price': '9000', 'review_count': 11}, {'id': 83199842, 'name': '쉬림프 크림', 'price': '9000', 'review_count': 9}, {'id': 83200473, 'name': '목살 필라프', 'price': '8500', 'review_count': 14}, {'id': 83199681, 'name': '단호박 크림 파스타', 'price': '8000', 'review_count': 18}, {'id': 83199972, 'name': '쉬림프 토마토', 'price': '9000', 'review_count': 2}, {'id': 83200692, 'name': '크림리조또', 'price': '8000', 'review_count': 4}, {'id': 83199751, 'name': '감바스', 'price': '16000', 'review_count': 6}]"
피자양식,348427,한끼국물떡볶이-부민점,50718604184,129.0206834,35.10742819,0.78540676,4.9,236,11:00:00,2000,14000,"[{'id': 15398812, 'name': '한끼 국물떡볶이（떡＋오뎅＋당면＋메추리알＋고구마떡＋치즈떡）', 'price': '14000', 'review_count': 56}, {'id': 15398939, 'name': '한끼세트6（떡볶이大＋순대1人＋김말이＋쿨피스930mL）', 'price': '19000', 'review_count': 9}, {'id': 15398828, 'name': '한끼세트1（국물떡볶이大＋오리지널피자中）', 'price': '25000', 'review_count': 25}, {'id': 15398915, 'name': '한끼세트5（떡볶이大＋순대1人＋쿨피스930mL）', 'price': '17000', 'review_count': 12}, {'id': 15398911, 'name': '한끼세트4（떡볶이大＋김말이＋쿨피스930mL）', 'price': '16000', 'review_count': 9}, {'id': 15399242, 'name': '고구마골드', 'price': '17000', 'review_count': 0}, {'id': 15399266, 'name': '핫윙5조각', 'price': '4000', 'review_count': 0}, {'id': 15399270, 'name': '치즈오븐스파게티', 'price': '6000', 'review_count': 0}]"
피자양식,253062,피자비토랩-대신점,50712913480,129.0184657,35.1094087,0.980461069,4.6,91,11:00:00,0,14000,"[{'id': 18449013, 'name': '사장의 실수 피자', 'price': '19000', 'review_count': 10}, {'id': 18449015, 'name': '피자 SET（레귤러or라지 피자中택1＋사이드 메뉴 1가지）', 'price': '18900', 'review_count': 7}, {'id': 18449014, 'name': '반반피자 ', 'price': '16000', 'review_count': 4}, {'id': 18449012, 'name': '알바의 실수 피자', 'price': '19000', 'review_count': 1}, {'id': 18449009, 'name': '치즈피자 ', 'price': '14000', 'review_count': 3}, {'id': 18449007, 'name': '리얼불콕 ', 'price': '16000', 'review_count': 2}, {'id': 18449000, 'name': '치즈로니', 'price': '15000', 'review_count': 1}, {'id': 18449001, 'name': '갈릭홀릭 ', 'price': '16000', 'review_count': 1}, {'id': 18449004, 'name': '베이토 ', 'price': '17000', 'review_count': 3}, {'id': 18449006, 'name': '스위트 큐브 ', 'price': '17000', 'review_count': 0}]"
피자양식,441333,디에이블-송도점,50352865344,129.0171004,35.07671826,2.657683466,4.8,24,11:00:00,2000,12000,"[{'id': 29794436, 'name': '목살 스테이크', 'price': '21900', 'review_count': 4}, {'id': 29798561, 'name': '혼밥세트（파스타 or 필라프or 리조또 中 택1＋샐러드＋사이다or 콜라 중 택1）', 'price': '15000', 'review_count': 3}, {'id': 29794298, 'name': '까르보나라', 'price': '12000', 'review_count': 0}, {'id': 29794392, 'name': '목살 김치 필라프', 'price': '13900', 'review_count': 0}, {'id': 29794326, 'name': '해물 토마토파스타', 'price': '13900', 'review_count': 1}, {'id': 29798593, 'name': '피자세트（파스타 or 필라프 or 리조또 中 택1＋피자 택1） ', 'price': '25000', 'review_count': 4}, {'id': 29794303, 'name': '해물 크림파스타', 'price': '13900', 'review_count': 0}, {'id': 29794386, 'name': '새우베이컨 필라프', 'price': '13900', 'review_count': 1}, {'id': 29798439, 'name': '고르곤졸라 피자', 'price': '14900', 'review_count': 1}, {'id': 29798574, 'name': '목살세트（파스타 or 필라프 or 리조또 中 택1＋목살스테이크） ', 'price': '29000', 'review_count': 5}]"
피자양식,503154,프레드피자-중서구점,50352938502,129.02283,35.10806006,0.918589181,4.7,45,11:00:00,1000,14900,"[{'id': 65898637, 'name': '반반피자 L', 'price': '17900', 'review_count': 11}, {'id': 65898635, 'name': '반반피자 M', 'price': '14900', 'review_count': 9}, {'id': 65898667, 'name': '페페로니피자M', 'price': '14900', 'review_count': 3}, {'id': 65898649, 'name': 'A.피자（M）＋피자（M）', 'price': '22900', 'review_count': 5}, {'id': 65898652, 'name': 'B.피자（L）＋피자（L）', 'price': '28900', 'review_count': 2}, {'id': 66036927, 'name': '페페로니피자L', 'price': '17900', 'review_count': 2}, {'id': 65898642, 'name': '사이드세트（피자M＋사이드 택1＋음료500mL）', 'price': '19900', 'review_count': 4}, {'id': 65898670, 'name': '리얼고구마피자M', 'price': '17900', 'review_count': 0}, {'id': 65898710, 'name': '하와이안피자M', 'price': '15900', 'review_count': 0}, {'id': 65898728, 'name': '윙봉 6개', 'price': '5000', 'review_count': 1}]"
피자양식,36613,피자에땅-충무점,50352591516,129.0218817,35.0937592,0.81912353,4.6,168,11:00:00,2000,15900,"[{'id': 4706240, 'name': '수퍼수프림 L', 'price': '17000', 'review_count': 2}, {'id': 178618883, 'name': '신세개2021L', 'price': '20000', 'review_count': 0}, {'id': 4706236, 'name': '치즈 L', 'price': '17000', 'review_count': 0}, {'id': 4706237, 'name': '페페로니 L', 'price': '17000', 'review_count': 0}, {'id': 178618844, 'name': '마불피자L', 'price': '20000', 'review_count': 0}, {'id': 178618289, 'name': '바싹불고기L', 'price': '23000', 'review_count': 0}, {'id': 178618716, 'name': '프리미엄세트（맵고달고피자L 1판＋프리미엄2R 1판＋콜라1.25L）', 'price': '45000', 'review_count': 1}, {'id': 178618898, 'name': '신세개피자1L', 'price': '20000', 'review_count': 0}, {'id': 178618800, 'name': '울트라콤비네이션R', 'price': '17000', 'review_count': 0}, {'id': 178618877, 'name': '달피자L', 'price': '20000', 'review_count': 0}]"
피자양식,356238,써브웨이-부산부민점,50718611419,129.0203011,35.10491187,0.507161696,4.7,200,10:00:00,3000,7000,"[{'id': 16340019, 'name': '에그마요 15cm 세트', 'price': '6500', 'review_count': 6}, {'id': 16340016, 'name': '이탈리안 비엠티 15cm 세트', 'price': '7600', 'review_count': 16}, {'id': 16340071, 'name': '스테이크 & 치즈 15cm 단품', 'price': '6500', 'review_count': 8}, {'id': 16340075, 'name': '로스트 치킨 15cm 단품', 'price': '6100', 'review_count': 0}, {'id': 16340005, 'name': '스테이크 & 치즈 15cm 세트', 'price': '8700', 'review_count': 9}, {'id': 16340067, 'name': '쉬림프 15cm 단품', 'price': '5900', 'review_count': 0}, {'id': 16340082, 'name': '이탈리안 비엠티 15cm 단품', 'price': '5400', 'review_count': 8}, {'id': 16340076, 'name': '써브웨이 클럽 15cm 단품', 'price': '5900', 'review_count': 3}, {'id': 16340084, 'name': '베지 15cm 단품', 'price': '3900', 'review_count': 0}, {'id': 16340010, 'name': '써브웨이 클럽 15cm 세트', 'price': '8100', 'review_count': 6}]"
피자양식,507426,겐짱카레,50352944294,129.0348542,35.10408466,1.53633686,4.9,44,10:50:00,3000,7000,"[{'id': 72519069, 'name': '돈까스카레', 'price': '8000', 'review_count': 17}, {'id': 72519203, 'name': '치킨카레', 'price': '8500', 'review_count': 3}, {'id': 72519442, 'name': '고로케', 'price': '1200', 'review_count': 8}, {'id': 72518207, 'name': '돈까스스페셜', 'price': '9000', 'review_count': 9}, {'id': 72518777, 'name': '고로케카레', 'price': '7000', 'review_count': 6}, {'id': 72519136, 'name': '새우카레', 'price': '8000', 'review_count': 2}, {'id': 72518644, 'name': '겐짱카레', 'price': '6000', 'review_count': 2}, {'id': 72517525, 'name': '돈새세트', 'price': '12000', 'review_count': 4}, {'id': 72517660, 'name': '치카세트', 'price': '12000', 'review_count': 0}, {'id': 72518343, 'name': '치킨스페셜', 'price': '9500', 'review_count': 0}]"
피자양식,246743,피자에땅-괴정점,50712906935,128.9931149,35.0963062,2.359398907,4.6,148,11:00:00,2000,15900,"[{'id': 5469056, 'name': '수퍼수프림 L', 'price': '17000', 'review_count': 2}, {'id': 178608298, 'name': '프리미엄세트（맵고달고피자L 1판＋프리미엄2R 1판＋콜라1.25L）', 'price': '45000', 'review_count': 1}, {'id': 178608941, 'name': '신세개피자1L', 'price': '20000', 'review_count': 0}, {'id': 5469052, 'name': '치즈 L', 'price': '17000', 'review_count': 0}, {'id': 5469053, 'name': '페페로니 L', 'price': '17000', 'review_count': 0}, {'id': 178607898, 'name': '바싹불고기L', 'price': '23000', 'review_count': 0}, {'id': 178608895, 'name': '울트라콤비네이션L', 'price': '20000', 'review_count': 0}, {'id': 178607580, 'name': '퐁듀 불금피자L', 'price': '25000', 'review_count': 0}, {'id': 178608965, 'name': '리얼고구마R', 'price': '17000', 'review_count': 0}]"
피자양식,356144,써브웨이-부산광복점,50718611381,129.0310588,35.09962516,1.146223055,4.9,36,10:30:00,3000,12000,"[{'id': 16335114, 'name': '스테이크 & 치즈 15cm 세트', 'price': '8700', 'review_count': 2}, {'id': 16335125, 'name': '이탈리안 비엠티 15cm 세트', 'price': '7600', 'review_count': 7}, {'id': 16335128, 'name': '에그마요 15cm 세트', 'price': '6500', 'review_count': 2}, {'id': 16335185, 'name': '로스트 치킨 15cm 단품', 'price': '6100', 'review_count': 0}, {'id': 16335214, 'name': '이탈리안 비엠티 30cm 단품', 'price': '9500', 'review_count': 0}, {'id': 16335121, 'name': '치킨데리야끼 15cm 세트', 'price': '7900', 'review_count': 0}, {'id': 16335181, 'name': '스테이크 & 치즈 15cm 단품', 'price': '6500', 'review_count': 4}, {'id': 16335193, 'name': '비엘티 15cm 단품', 'price': '5400', 'review_count': 2}, {'id': 16335113, 'name': '터키베이컨 아보카도 15cm 세트', 'price': '8700', 'review_count': 0}, {'id': 16335196, 'name': '참치 15cm 단품', 'price': '4800', 'review_count': 0}]"
